Rx-MLS,DA3-4-5-6-MLS,DA4-5-1-2-MLS,DA4-5-6-7-MLS,DA9-10-11-14-MLS,DA9-10-11-12-MLS,DA1-5-6-7-MLS,DA1-12-11-14-MLS,DA1-5-4-20-MLS,DA6-5-4-20-MLS,BA1-2-3-MLS,BA3-4-20-MLS,BA1-5-4-MLS,BA5-4-20-MLS,BA5-6-7-MLS,BA7-6-22-MLS,BA10-11-12-MLS,BA10-11-14-MLS,BA1-12-11-MLS,BA5-1-12-MLS,NB1-12-MLS,NB7-12-MLS,BL1-2-MLS,BL5-6-MLS,BL6-7-MLS,BL11-12-MLS,BL4-20-MLS,BL4-19-MLS,BL6-22-MLS,BL10-15-MLS,HOMO-MLS,LUMO-MLS,DM-MLS,q1-MLS,q2-MLS,q3-MLS,q4-MLS,q5-MLS,q6-MLS,q7-MLS,q8-MLS,q9-MLS,q10-MLS,q11-MLS,q12-MLS,q13-MLS,q14-MLS,q15-MLS,q19-MLS,q20-MLS,q22-MLS,NMR1-MLS,NMR2-MLS,NMR3-MLS,NMR4-MLS,NMR5-MLS,NMR6-MLS,NMR7-MLS,NMR8-MLS,NMR9-MLS,NMR10-MLS,NMR11-MLS,NMR12-MLS,NMR13-MLS,NMR14-MLS,NMR15-MLS,NMR19-MLS,NMR20-MLS,NMR22-MLS,L-R14-MLS,B1-R14-MLS,B5-R14-MLS,L-R15-MLS,B1-R15-MLS,B5-R15-MLS,VF(C6=O7)-MLS,VI(C6=O7)-MLS,VF(C9=O13)-MLS,VI(C9=O13)-MLS,VF(C11-H12)-MLS,VI(C11-H12)-MLS,L-Y-MLS,B1-Y-MLS,B5-Y-MLS,L-X-MLS,B1-X-MLS,B5-X-MLS,L-R16-MLS,B1-R16-MLS,B5-R16-MLS,BV-MLS,BV-SW-MLS,BV-NW-MLS,BV-NE-MLS,BV-SE-MLS,Area-MLS,Volume-MLS,PSA-MLS,Ovality-MLS,HOMO-MC,LUMO-MC,DM-MC,Rx-MC,Ry-MC,Volume-MC,PSA-MC,Ovality-MC,q(Pd)-MC,DM-CP,HOMO-CP,LUMO-CP,Rx-CP,BL1-2-CP,BL1-6-CP,BL1-7-CP,NMR1-CP,NMR2-CP,NMR6-CP,NMR7-CP,q1-CP,q2-CP,q6-CP,Area-CP,Volume-CP,PSA-CP,Ovality-CP,Rx-B,Ry-B,Rz-B,DM-B,HOMO-B,LUMO-B,Area-B,Volume-B,PSA-B,Ovality-B,q(Ag)-A,Rx-A,Ry-A,Rz-A,HOMO-A,LUMO-A,DM-A,Area-A,Volume-A,PSA-A,Ovality-A,Eqv(L),Eqv(B),Eqv(A),Time(H)   ,Temp.,DC(Solvent),%ee
0.12119,131.7709867,28.75472452,170.9986735,141.8427566,17.00021707,10.85233198,98.50410228,94.53290591,103.301651,113.3221543,111.3040226,110.1785392,114.227794,122.4334467,119.4626218,127.0473983,117.0563079,99.9507829,89.4957161,1.9069073,2.361236121,2.013122847,1.345312322,1.24905593,1.119674365,1.570478591,1.09403549,1.528301892,1.085758461,-0.1862,-0.05434,0.8173,0.56378,-0.65525,0.83435,-0.16337,-0.60917,0.68641,-0.71462,-0.7004,0.82364,-0.35465,-0.52523,0.27038,-0.67745,0.27615,0.28158,0.26419,-0.48204,-0.77519,-573.1308,103.1904,16.23,124.3675,151.1974,25.8224,-34.3298,135.0267,22.5608,167.7152,215.1624,31.8698,-66.1944,32.817,29.7785,28.49,159.5439,169.6151,4.74,3.28,9.7,2.97,1.5,2.03,1651.14,646.5808,1743.69,1109.9142,2771.64,37.7559,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,42.1,11.9,69.3,76.7,10.5,608.84,611.5,70,1.75,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,0.56448,-0.25171,-0.04394,0.3952,1.41075387,1.402862302,1.578300102,56.4898,62.7951,64.5029,81.4542,-0.33183,-0.15138,-0.2248,299.61,280.75,30.515,1.44,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,98
0.12119,131.7709867,28.75472452,170.9986735,141.8427566,17.00021707,10.85233198,98.50410228,94.53290591,103.301651,113.3221543,111.3040226,110.1785392,114.227794,122.4334467,119.4626218,127.0473983,117.0563079,99.9507829,89.4957161,1.9069073,2.361236121,2.013122847,1.345312322,1.24905593,1.119674365,1.570478591,1.09403549,1.528301892,1.085758461,-0.1862,-0.05434,0.8173,0.56378,-0.65525,0.83435,-0.16337,-0.60917,0.68641,-0.71462,-0.7004,0.82364,-0.35465,-0.52523,0.27038,-0.67745,0.27615,0.28158,0.26419,-0.48204,-0.77519,-573.1308,103.1904,16.23,124.3675,151.1974,25.8224,-34.3298,135.0267,22.5608,167.7152,215.1624,31.8698,-66.1944,32.817,29.7785,28.49,159.5439,169.6151,4.74,3.28,9.7,2.97,1.5,2.03,1651.14,646.5808,1743.69,1109.9142,2771.64,37.7559,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,42.1,11.9,69.3,76.7,10.5,608.84,611.5,70,1.75,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,1.32655,-0.24689,-0.02215,2.4744,1.407188607,1.40714233,1.558678082,66.3684,61.5069,61.4315,82.825,-0.41935,-0.20325,-0.20325,251.98,233.75,13.784,1.37,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,96
0.12119,131.7709867,28.75472452,170.9986735,141.8427566,17.00021707,10.85233198,98.50410228,94.53290591,103.301651,113.3221543,111.3040226,110.1785392,114.227794,122.4334467,119.4626218,127.0473983,117.0563079,99.9507829,89.4957161,1.9069073,2.361236121,2.013122847,1.345312322,1.24905593,1.119674365,1.570478591,1.09403549,1.528301892,1.085758461,-0.1862,-0.05434,0.8173,0.56378,-0.65525,0.83435,-0.16337,-0.60917,0.68641,-0.71462,-0.7004,0.82364,-0.35465,-0.52523,0.27038,-0.67745,0.27615,0.28158,0.26419,-0.48204,-0.77519,-573.1308,103.1904,16.23,124.3675,151.1974,25.8224,-34.3298,135.0267,22.5608,167.7152,215.1624,31.8698,-66.1944,32.817,29.7785,28.49,159.5439,169.6151,4.74,3.28,9.7,2.97,1.5,2.03,1651.14,646.5808,1743.69,1109.9142,2771.64,37.7559,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,42.1,11.9,69.3,76.7,10.5,608.84,611.5,70,1.75,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,0.29832,-0.26125,-0.05336,4.3189,1.40402279,1.402010724,1.562156737,64.7371,55.6591,54.4489,83.1566,-0.40715,-0.1363,-0.13051,358.05,330.2,53.88,1.55,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.12119,131.7709867,28.75472452,170.9986735,141.8427566,17.00021707,10.85233198,98.50410228,94.53290591,103.301651,113.3221543,111.3040226,110.1785392,114.227794,122.4334467,119.4626218,127.0473983,117.0563079,99.9507829,89.4957161,1.9069073,2.361236121,2.013122847,1.345312322,1.24905593,1.119674365,1.570478591,1.09403549,1.528301892,1.085758461,-0.1862,-0.05434,0.8173,0.56378,-0.65525,0.83435,-0.16337,-0.60917,0.68641,-0.71462,-0.7004,0.82364,-0.35465,-0.52523,0.27038,-0.67745,0.27615,0.28158,0.26419,-0.48204,-0.77519,-573.1308,103.1904,16.23,124.3675,151.1974,25.8224,-34.3298,135.0267,22.5608,167.7152,215.1624,31.8698,-66.1944,32.817,29.7785,28.49,159.5439,169.6151,4.74,3.28,9.7,2.97,1.5,2.03,1651.14,646.5808,1743.69,1109.9142,2771.64,37.7559,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,42.1,11.9,69.3,76.7,10.5,608.84,611.5,70,1.75,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,0.25619,-0.21315,-0.0221,4.3887,1.40554127,1.40637385,1.570923054,74.1935,58.865,67.4812,82.874,-0.40251,0.18543,-0.22414,385.81,369.47,27.802,1.55,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,98
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,0.5165,-0.21687,-0.05508,2.9133,1.342060019,1.473701487,2.200564065,51.8173,56.9703,51.6551,43.4357,-0.13919,-0.23455,-0.10834,253.91,240.6,0,1.36,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,96
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,3.03363,-0.22201,-0.03871,2.7031,1.339480022,1.4957886,2.192571553,48.8053,58.3035,163.5176,45.7252,-0.12732,-0.26299,-0.73216,194.03,175.26,0,1.28,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,1.71531,-0.22256,-0.03836,2.8776,1.339521658,1.501564541,2.202245108,39.7666,58.4786,158.5255,46.8279,-0.11895,-0.25939,-0.50726,213.94,193.84,0,1.32,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,88
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,0.55287,-0.22067,-0.03803,2.8251,1.340521537,1.499297683,2.197978906,42.4519,58.981,149.4538,46.1955,-0.11444,-0.26079,-0.50896,253.39,230.52,0,1.39,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,84
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,3.68364,-0.22836,-0.02976,3.2635,1.33878092,2.150184275,2.215393211,58.9317,59.8523,29.6876,48.1208,-0.14505,-0.02918,0.25988,151.06,127.86,0,1.23,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,4.54434,-0.23134,-0.02928,3.2023,1.331729225,1.50369467,2.189718855,53.3826,59.9403,150.4843,46.9547,-0.16499,-0.23801,-0.50422,153.03,133.69,0,1.21,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,96
0.09805,130.0876591,28.48245846,170.0931141,142.0885438,16.59656457,11.8476179,98.46271053,95.33055273,104.1365737,113.3602922,111.8371705,110.0877696,114.3461402,122.5415645,119.7313298,127.1603266,116.7969475,99.70991511,89.65434137,1.914186394,2.399565639,2.013074703,1.345219519,1.251189361,1.119217876,1.568990168,1.093407737,1.52733952,1.086020656,-0.18668,-0.05531,1.7267,0.57707,-0.65545,0.83598,-0.16356,-0.60921,0.69057,-0.71585,-0.70079,0.82517,-0.35385,-0.52407,0.26938,-0.67521,0.27326,0.28248,0.26413,-0.48164,-0.77192,-575.6234,105.6104,16.1608,123.6694,150.4009,24.0119,-23.3238,135.3153,22.5608,167.6719,215.0335,31.8706,-66.2735,32.6419,29.7941,28.3718,160.1354,170.8948,6.21,3.86,9.41,2.97,1.5,2.03,1639,694.0784,1743.5,1079.3204,2778.41,35.9609,2.75,1.02,1.88,2.71,1.03,1.9,2,1,1,45.9,12.2,72.7,76.9,21.9,694.46,701.18,68.868,1.82,-0.2376,-0.06347,1.1414,1.55657,0.28081,184.51,0,1.51,0.23406,1.18986,-0.20547,-0.02867,5.6119,1.339665675,1.500723139,2.161608358,76.4959,65.9378,155.2976,47.6981,-0.24444,-0.04871,-0.50219,256.81,231.51,17.907,1.41,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
